 ,Label,Area,Mean,StdDev,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,Slice,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,Length
92,HG13E,174.04,164.246,91.05,28.468,255,721.854,1935.998,0,0,135.068,655.535,1923.244,133.913,26.783,0,0,10.886,0.12,135.068,28585.385,200.341,0,0,0,17574.295,1,514,1528,10.886,3.55E-15,0,0,NaN,135.068
93,HG13E,354.587,138.651,85.042,23.694,255,789.448,1914.317,0,0,276.539,655.535,1879.882,269.101,70.145,0,0,14.421,0.058,276.539,49163.883,132.608,0,0,0,30225.955,1,514,1528,14.421,0,0,0,NaN,276.539
94,HG13E,273.26,177.239,62.225,67.257,253.595,1137.622,1888.809,0,0,212.63,1033.042,1869.679,210.435,39.536,0,0,10.366,0.076,212.63,48432.147,173.197,0,0,0,29776.084,1,810,1496,10.366,0,0,0,NaN,212.63
95,HG13E,177.293,251.878,11.793,181.741,255,62.493,1913.041,0,0,137.951,5.101,1874.78,116.058,77.797,0,0,33.69,0.117,137.951,44656.237,254.926,0,0,0,27454.654,1,4,1530,33.69,0,0,0,NaN,137.951
96,HG13E,296.031,93.25,65.277,14.685,226.352,278.029,1900.288,0,0,230.527,173.449,1851.824,210.435,98.203,0,0,24.864,0.07,230.527,27604.95,76.374,0,0,0,16971.523,1,136,1528,24.864,1.42E-14,0,0,NaN,230.527
97,HG13E,588.809,182.714,80.647,15.023,254.773,609.622,1516.404,0,0,460.778,543.304,1295.767,133.913,442.55,0,0,-73.27,0.035,460.778,107583.503,221.395,0,0,0,66142.337,1,426,1016,106.73,0,0,0,NaN,460.778
98,HG13E,359.466,135.264,57.424,20.124,249.905,803.477,1325.1,0,0,280.869,770.318,1188.636,67.594,274.203,0,0,-103.658,0.057,280.869,48622.705,131.967,0,0,0,29893.239,1,604,1146,76.342,0,0,0,NaN,280.869
99,HG13E,426.155,86.213,25.706,26.094,153.974,1087.883,985.854,0,0,332.593,1063.651,821.332,49.739,330.318,0,0,-98.379,0.048,332.593,36739.992,89.038,0,0,0,22587.747,1,834,902,81.621,0,0,0,NaN,332.593
100,HG13E,128.497,176.79,84.827,28.738,254.159,1358.259,487.188,0,0,99.216,1323.825,451.478,70.145,72.696,0,0,-133.958,0.164,99.216,22717.036,219.542,0,0,0,13966.434,1,1038,410,46.042,0,0,0,NaN,99.216
101,HG13E,312.297,118.736,63.625,23.201,254.434,1535.534,749.912,0,0,243.002,1459.013,655.535,154.319,190.029,0,0,-129.036,0.066,243.002,37081.012,116.425,0,0,0,22797.406,1,1144,662,50.964,0,0,0,NaN,243.002
102,HG13E,427.781,90.377,63.644,10.903,254.742,2307.128,317.565,0,0,334.232,2175.766,214.261,264,207.884,0,0,-38.182,0.048,334.232,38661.578,72.384,0,0,0,23769.138,1,1706,168,141.818,0,0,0,NaN,334.232
